"File","SHA256","Size","Status","Error"
"Y:\Documentos\GitHub\REPAIRER_by_KLIK\src\components\dashboard\ExecutiveDashboard.tsx","99863F5F5968BD1A1271DE674DCD45B2D271E198DBA018E9E43E9052CAAD1E55","17826","OK",""
"Y:\Documentos\GitHub\REPAIRER_by_KLIK\src\components\device-lab\DeviceLab.tsx","50ED2C40786E9611BD1F78B85ADE8DE06E74B02C9AC0E55B4C17797959C8CF9C","15397","OK",""
"Y:\Documentos\GitHub\REPAIRER_by_KLIK\src\components\inventory\InventoryManager.tsx","133B937107E605C5AEA7370551B9D55B44350B23BA18350D7434FC2DD573DD66","11193","OK",""
"Y:\Documentos\GitHub\REPAIRER_by_KLIK\src\components\layout\Navbar.tsx","908FC8D161CB7DC6D031A0CAEFA505E2F11F8956BFA9A6890A97D27F9FED5226","6807","OK",""
"Y:\Documentos\GitHub\REPAIRER_by_KLIK\src\components\layout\Sidebar.tsx","C658AC3E8501EAEA950B65ECBB211158AC43E63A584B31003D8228AD764A647E","7614","OK",""
"Y:\Documentos\GitHub\REPAIRER_by_KLIK\src\components\orders\OrderLifecycleView.tsx","9D54765CBBA48C270AB9AD066E6E0800A452A568266EA332067F64901AA9328F","68028","OK",""
"Y:\Documentos\GitHub\REPAIRER_by_KLIK\src\components\orders\OrderList.tsx","827D5F10F116950CFD6482D371E7661775C85C52047E084BB49CAED458734AE8","10011","OK",""
"Y:\Documentos\GitHub\REPAIRER_by_KLIK\src\components\portal\CustomerPortalModal.tsx","6AB3019F5D6B58A4E335BBF6B4F0F41B8CBC98FBEDB9F69033A02D9EC522F5ED","10373","OK",""
"Y:\Documentos\GitHub\REPAIRER_by_KLIK\src\components\quality\QualityControlView.tsx","623946E0EA3F24D8593EC4A890422CC7FB219E96E8B2EE6DD64608E80BABB349","10828","OK",""
"Y:\Documentos\GitHub\REPAIRER_by_KLIK\src\components\workbench\TechnicianWorkbench.tsx","344C747F4C99F4EBEC9A47370C1682CFE36D622B615E058428C28F204CE4EDCE","4176","OK",""
"Y:\Documentos\GitHub\REPAIRER_by_KLIK\src\context\RepairerContext.tsx","C081D646456E9D4180BAB0359D8BAA03830B8FBAEF0DF46724584342804AF2DD","45276","OK",""
"Y:\Documentos\GitHub\REPAIRER_by_KLIK\src\data\seedData.ts","673065462152457424495C52A45047F97AFE34CF437A6765D625EEDD9B0AB1DF","33998","OK",""
"Y:\Documentos\GitHub\REPAIRER_by_KLIK\src\types\repairer.ts","89E2B28DD1EA444CBBE0317DD2D01FCA96C3E9D6AFE9E6A24C5DECE9A534F00D","8684","OK",""
